genotype,site_code,latitude,longitude,study,trait,measured?
33,Chambers05,41.54,-117.75,gamba,days_to_flower,yes
33,Chambers05,41.54,-117.75,gamba,inflor_height_cm,yes
33,Chambers05,41.54,-117.75,davidson,d_fv_fm,no
33,Chambers05,41.54,-117.75,davidson,sla_m2_kg,no
33,Chambers05,41.54,-117.75,gamba,rep_biomass_mg,yes
33,Chambers05,41.54,-117.75,gamba,total_dry_biomass_mg,yes
33,Chambers05,41.54,-117.75,gamba,inflor_number,yes
33,Chambers05,41.54,-117.75,gamba,veg_biomass_mg,yes
34,Chambers06,41.54,-117.78,davidson,sla_m2_kg,no
34,Chambers06,41.54,-117.78,gamba,days_to_flower,yes
34,Chambers06,41.54,-117.78,gamba,seedling_height_cm,yes
34,Chambers06,41.54,-117.78,gamba,adult_height_cm,yes
34,Chambers06,41.54,-117.78,gamba,spring_growth_cm,yes
34,Chambers06,41.54,-117.78,gamba,tillers_n,yes
34,Chambers06,41.54,-117.78,gamba,leaves_n,yes
34,Chambers06,41.54,-117.78,gamba,inflor_height_cm,yes
34,Chambers06,41.54,-117.78,gamba,inflor_number,yes
34,Chambers06,41.54,-117.78,gamba,veg_biomass_mg,yes
34,Chambers06,41.54,-117.78,gamba,rep_biomass_mg,yes
34,Chambers06,41.54,-117.78,gamba,total_dry_biomass_mg,yes
34,Chambers06,41.54,-117.78,gamba,seed_m,yes
34,Chambers06,41.54,-117.78,gamba,seed_n,yes
34,Chambers06,41.54,-117.78,gamba,seed1m,yes
34,Chambers06,41.54,-117.78,walker,shoot_dry_wt_g,yes
34,Chambers06,41.54,-117.78,walker,shoot_leaf_area_cm2,yes
34,Chambers06,41.54,-117.78,walker,root_dry_wt_g,yes
34,Chambers06,41.54,-117.78,walker,root_length_cm,yes
34,Chambers06,41.54,-117.78,walker,root_proj_area_cm2,yes
34,Chambers06,41.54,-117.78,walker,seed_wt_g,yes
34,Chambers06,41.54,-117.78,walker,seed_proj_area_cm2,yes
34,Chambers06,41.54,-117.78,walker,time_to_emergence_d,yes
34,Chambers06,41.54,-117.78,walker,plant_ht_21d_cm,yes
34,Chambers06,41.54,-117.78,walker,plant_ht_35d_cm,yes
34,Chambers06,41.54,-117.78,walker,leaf_no_21d,yes
34,Chambers06,41.54,-117.78,walker,leaf_no_35d,yes
34,Chambers06,41.54,-117.78,walker,tiller_no_35d,yes
34,Chambers06,41.54,-117.78,davidson,phen_score,no
34,Chambers06,41.54,-117.78,davidson,freezing_point,no
34,Chambers06,41.54,-117.78,davidson,min_temp_reached,no
34,Chambers06,41.54,-117.78,davidson,d_fv_fm,no
34,Chambers06,41.54,-117.78,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
34,Chambers06,41.54,-117.78,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
34,Chambers06,41.54,-117.78,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
34,Chambers06,41.54,-117.78,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
34,Chambers06,41.54,-117.78,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
34,Chambers06,41.54,-117.78,cg_2022,first_flower,yes
34,Chambers06,41.54,-117.78,cg_2022,inflor_mass,yes
34,Chambers06,41.54,-117.78,cg_2022,veg_mass,yes
34,Chambers06,41.54,-117.78,cg_2022,seed_count,yes
34,Chambers06,41.54,-117.78,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
34,Chambers06,41.54,-117.78,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
34,Chambers06,41.54,-117.78,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
34,Chambers06,41.54,-117.78,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
34,Chambers06,41.54,-117.78,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
34,Chambers06,41.54,-117.78,walker,root_vol_cm3,yes
34,Chambers06,41.54,-117.78,walker,root_no_tips,yes
34,Chambers06,41.54,-117.78,walker,root_surf_area_cm2,yes
34,Chambers06,41.54,-117.78,walker,root_avg_diam_mm,yes
34,Chambers06,41.54,-117.78,walker,root_no_forks,yes
34,Chambers06,41.54,-117.78,walker,root_no_crossings,yes
35,Chambers07,43.94,-116.19,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
35,Chambers07,43.94,-116.19,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
35,Chambers07,43.94,-116.19,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
35,Chambers07,43.94,-116.19,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
35,Chambers07,43.94,-116.19,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
35,Chambers07,43.94,-116.19,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
35,Chambers07,43.94,-116.19,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
35,Chambers07,43.94,-116.19,gamba,leaves_n,yes
35,Chambers07,43.94,-116.19,walker,seed_wt_g,yes
35,Chambers07,43.94,-116.19,cg_2022,first_flower,yes
35,Chambers07,43.94,-116.19,cg_2022,inflor_mass,yes
35,Chambers07,43.94,-116.19,cg_2022,veg_mass,yes
35,Chambers07,43.94,-116.19,cg_2022,seed_count,yes
35,Chambers07,43.94,-116.19,gamba,seed_m,yes
35,Chambers07,43.94,-116.19,gamba,seed_n,yes
35,Chambers07,43.94,-116.19,gamba,seed1m,yes
35,Chambers07,43.94,-116.19,gamba,seedling_height_cm,yes
35,Chambers07,43.94,-116.19,gamba,adult_height_cm,yes
35,Chambers07,43.94,-116.19,gamba,spring_growth_cm,yes
35,Chambers07,43.94,-116.19,gamba,tillers_n,yes
35,Chambers07,43.94,-116.19,walker,root_surf_area_cm2,yes
35,Chambers07,43.94,-116.19,walker,root_avg_diam_mm,yes
35,Chambers07,43.94,-116.19,walker,root_vol_cm3,yes
35,Chambers07,43.94,-116.19,walker,root_no_tips,yes
35,Chambers07,43.94,-116.19,walker,root_no_forks,yes
35,Chambers07,43.94,-116.19,walker,root_no_crossings,yes
35,Chambers07,43.94,-116.19,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
35,Chambers07,43.94,-116.19,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
35,Chambers07,43.94,-116.19,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
35,Chambers07,43.94,-116.19,davidson,phen_score,no
35,Chambers07,43.94,-116.19,davidson,freezing_point,no
35,Chambers07,43.94,-116.19,davidson,min_temp_reached,no
35,Chambers07,43.94,-116.19,davidson,d_fv_fm,no
35,Chambers07,43.94,-116.19,davidson,sla_m2_kg,no
35,Chambers07,43.94,-116.19,gamba,days_to_flower,no
35,Chambers07,43.94,-116.19,gamba,inflor_height_cm,no
35,Chambers07,43.94,-116.19,gamba,inflor_number,no
35,Chambers07,43.94,-116.19,gamba,veg_biomass_mg,no
35,Chambers07,43.94,-116.19,gamba,rep_biomass_mg,no
35,Chambers07,43.94,-116.19,gamba,total_dry_biomass_mg,no
35,Chambers07,43.94,-116.19,walker,leaf_no_21d,yes
35,Chambers07,43.94,-116.19,walker,leaf_no_35d,yes
35,Chambers07,43.94,-116.19,walker,tiller_no_35d,yes
35,Chambers07,43.94,-116.19,walker,shoot_dry_wt_g,yes
35,Chambers07,43.94,-116.19,walker,shoot_leaf_area_cm2,yes
35,Chambers07,43.94,-116.19,walker,root_dry_wt_g,yes
35,Chambers07,43.94,-116.19,walker,root_length_cm,yes
35,Chambers07,43.94,-116.19,walker,root_proj_area_cm2,yes
35,Chambers07,43.94,-116.19,walker,plant_ht_35d_cm,yes
35,Chambers07,43.94,-116.19,walker,seed_proj_area_cm2,yes
35,Chambers07,43.94,-116.19,walker,time_to_emergence_d,yes
35,Chambers07,43.94,-116.19,walker,plant_ht_21d_cm,yes
36,Chambers08,42.24,-114.57,gamba,veg_biomass_mg,yes
36,Chambers08,42.24,-114.57,davidson,phen_score,yes
36,Chambers08,42.24,-114.57,davidson,freezing_point,yes
36,Chambers08,42.24,-114.57,davidson,min_temp_reached,yes
36,Chambers08,42.24,-114.57,davidson,d_fv_fm,yes
36,Chambers08,42.24,-114.57,davidson,sla_m2_kg,yes
36,Chambers08,42.24,-114.57,gamba,days_to_flower,yes
36,Chambers08,42.24,-114.57,gamba,inflor_height_cm,yes
36,Chambers08,42.24,-114.57,gamba,inflor_number,yes
36,Chambers08,42.24,-114.57,walker,time_to_emergence_d,no
36,Chambers08,42.24,-114.57,walker,plant_ht_21d_cm,no
36,Chambers08,42.24,-114.57,walker,plant_ht_35d_cm,no
36,Chambers08,42.24,-114.57,walker,leaf_no_21d,no
36,Chambers08,42.24,-114.57,walker,leaf_no_35d,no
36,Chambers08,42.24,-114.57,walker,tiller_no_35d,no
36,Chambers08,42.24,-114.57,walker,shoot_dry_wt_g,no
36,Chambers08,42.24,-114.57,walker,shoot_leaf_area_cm2,no
36,Chambers08,42.24,-114.57,walker,root_dry_wt_g,no
36,Chambers08,42.24,-114.57,walker,root_length_cm,no
36,Chambers08,42.24,-114.57,walker,root_proj_area_cm2,no
36,Chambers08,42.24,-114.57,walker,root_surf_area_cm2,no
36,Chambers08,42.24,-114.57,walker,root_avg_diam_mm,no
36,Chambers08,42.24,-114.57,walker,root_vol_cm3,no
36,Chambers08,42.24,-114.57,walker,root_no_tips,no
36,Chambers08,42.24,-114.57,walker,root_no_forks,no
36,Chambers08,42.24,-114.57,walker,root_no_crossings,no
36,Chambers08,42.24,-114.57,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
36,Chambers08,42.24,-114.57,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
36,Chambers08,42.24,-114.57,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
36,Chambers08,42.24,-114.57,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
36,Chambers08,42.24,-114.57,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
36,Chambers08,42.24,-114.57,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
36,Chambers08,42.24,-114.57,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
36,Chambers08,42.24,-114.57,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
36,Chambers08,42.24,-114.57,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
36,Chambers08,42.24,-114.57,walker,root_length_cm_by_diam_class_mm_l_4_5,no
36,Chambers08,42.24,-114.57,cg_2022,first_flower,yes
36,Chambers08,42.24,-114.57,gamba,rep_biomass_mg,yes
36,Chambers08,42.24,-114.57,gamba,total_dry_biomass_mg,yes
36,Chambers08,42.24,-114.57,gamba,seed_m,yes
36,Chambers08,42.24,-114.57,gamba,seed_n,yes
36,Chambers08,42.24,-114.57,gamba,seed1m,yes
36,Chambers08,42.24,-114.57,gamba,seedling_height_cm,yes
36,Chambers08,42.24,-114.57,gamba,adult_height_cm,yes
36,Chambers08,42.24,-114.57,gamba,spring_growth_cm,yes
36,Chambers08,42.24,-114.57,gamba,tillers_n,yes
36,Chambers08,42.24,-114.57,gamba,leaves_n,yes
36,Chambers08,42.24,-114.57,walker,seed_wt_g,no
36,Chambers08,42.24,-114.57,walker,seed_proj_area_cm2,no
36,Chambers08,42.24,-114.57,cg_2022,inflor_mass,yes
36,Chambers08,42.24,-114.57,cg_2022,veg_mass,yes
36,Chambers08,42.24,-114.57,cg_2022,seed_count,yes
37,Chambers09,40.66,-116.73,cg_2022,inflor_mass,yes
37,Chambers09,40.66,-116.73,gamba,total_dry_biomass_mg,yes
37,Chambers09,40.66,-116.73,cg_2022,veg_mass,yes
37,Chambers09,40.66,-116.73,cg_2022,seed_count,yes
37,Chambers09,40.66,-116.73,gamba,rep_biomass_mg,yes
37,Chambers09,40.66,-116.73,gamba,seedling_height_cm,yes
37,Chambers09,40.66,-116.73,gamba,adult_height_cm,yes
37,Chambers09,40.66,-116.73,gamba,spring_growth_cm,yes
37,Chambers09,40.66,-116.73,gamba,tillers_n,yes
37,Chambers09,40.66,-116.73,gamba,leaves_n,yes
37,Chambers09,40.66,-116.73,walker,seed_wt_g,yes
37,Chambers09,40.66,-116.73,walker,seed_proj_area_cm2,yes
37,Chambers09,40.66,-116.73,walker,time_to_emergence_d,yes
37,Chambers09,40.66,-116.73,walker,plant_ht_21d_cm,yes
37,Chambers09,40.66,-116.73,walker,plant_ht_35d_cm,yes
37,Chambers09,40.66,-116.73,gamba,seed_m,yes
37,Chambers09,40.66,-116.73,gamba,seed_n,yes
37,Chambers09,40.66,-116.73,gamba,seed1m,yes
37,Chambers09,40.66,-116.73,walker,shoot_dry_wt_g,yes
37,Chambers09,40.66,-116.73,walker,shoot_leaf_area_cm2,yes
37,Chambers09,40.66,-116.73,walker,root_dry_wt_g,yes
37,Chambers09,40.66,-116.73,walker,root_length_cm,yes
37,Chambers09,40.66,-116.73,walker,root_proj_area_cm2,yes
37,Chambers09,40.66,-116.73,walker,root_surf_area_cm2,yes
37,Chambers09,40.66,-116.73,walker,root_avg_diam_mm,yes
37,Chambers09,40.66,-116.73,walker,root_vol_cm3,yes
37,Chambers09,40.66,-116.73,walker,root_no_tips,yes
37,Chambers09,40.66,-116.73,walker,root_no_forks,yes
37,Chambers09,40.66,-116.73,walker,leaf_no_21d,yes
37,Chambers09,40.66,-116.73,walker,leaf_no_35d,yes
37,Chambers09,40.66,-116.73,walker,tiller_no_35d,yes
37,Chambers09,40.66,-116.73,davidson,phen_score,no
37,Chambers09,40.66,-116.73,davidson,freezing_point,no
37,Chambers09,40.66,-116.73,davidson,min_temp_reached,no
37,Chambers09,40.66,-116.73,davidson,d_fv_fm,no
37,Chambers09,40.66,-116.73,davidson,sla_m2_kg,no
37,Chambers09,40.66,-116.73,gamba,days_to_flower,yes
37,Chambers09,40.66,-116.73,gamba,inflor_height_cm,yes
37,Chambers09,40.66,-116.73,gamba,inflor_number,yes
37,Chambers09,40.66,-116.73,gamba,veg_biomass_mg,yes
37,Chambers09,40.66,-116.73,cg_2022,first_flower,yes
37,Chambers09,40.66,-116.73,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
37,Chambers09,40.66,-116.73,walker,root_no_crossings,yes
37,Chambers09,40.66,-116.73,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
37,Chambers09,40.66,-116.73,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
37,Chambers09,40.66,-116.73,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
37,Chambers09,40.66,-116.73,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
37,Chambers09,40.66,-116.73,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
37,Chambers09,40.66,-116.73,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
37,Chambers09,40.66,-116.73,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
37,Chambers09,40.66,-116.73,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
37,Chambers09,40.66,-116.73,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
38,Copeland01,43.7,-117.33,davidson,freezing_point,yes
38,Copeland01,43.7,-117.33,davidson,phen_score,yes
38,Copeland01,43.7,-117.33,gamba,seedling_height_cm,yes
38,Copeland01,43.7,-117.33,davidson,min_temp_reached,yes
38,Copeland01,43.7,-117.33,davidson,d_fv_fm,yes
38,Copeland01,43.7,-117.33,davidson,sla_m2_kg,yes
38,Copeland01,43.7,-117.33,gamba,days_to_flower,yes
38,Copeland01,43.7,-117.33,gamba,inflor_height_cm,yes
38,Copeland01,43.7,-117.33,gamba,inflor_number,yes
38,Copeland01,43.7,-117.33,gamba,veg_biomass_mg,yes
38,Copeland01,43.7,-117.33,gamba,rep_biomass_mg,yes
38,Copeland01,43.7,-117.33,gamba,total_dry_biomass_mg,yes
38,Copeland01,43.7,-117.33,gamba,seed_m,yes
38,Copeland01,43.7,-117.33,gamba,seed_n,yes
38,Copeland01,43.7,-117.33,gamba,seed1m,yes
38,Copeland01,43.7,-117.33,walker,shoot_dry_wt_g,no
38,Copeland01,43.7,-117.33,gamba,adult_height_cm,yes
38,Copeland01,43.7,-117.33,gamba,spring_growth_cm,yes
38,Copeland01,43.7,-117.33,gamba,tillers_n,yes
38,Copeland01,43.7,-117.33,gamba,leaves_n,yes
38,Copeland01,43.7,-117.33,walker,seed_wt_g,no
38,Copeland01,43.7,-117.33,walker,seed_proj_area_cm2,no
38,Copeland01,43.7,-117.33,walker,time_to_emergence_d,no
38,Copeland01,43.7,-117.33,walker,plant_ht_21d_cm,no
38,Copeland01,43.7,-117.33,walker,plant_ht_35d_cm,no
38,Copeland01,43.7,-117.33,walker,leaf_no_21d,no
38,Copeland01,43.7,-117.33,walker,leaf_no_35d,no
38,Copeland01,43.7,-117.33,walker,tiller_no_35d,no
38,Copeland01,43.7,-117.33,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
38,Copeland01,43.7,-117.33,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
38,Copeland01,43.7,-117.33,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
38,Copeland01,43.7,-117.33,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
38,Copeland01,43.7,-117.33,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
38,Copeland01,43.7,-117.33,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
38,Copeland01,43.7,-117.33,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
38,Copeland01,43.7,-117.33,walker,root_length_cm_by_diam_class_mm_l_4_5,no
38,Copeland01,43.7,-117.33,cg_2022,first_flower,yes
38,Copeland01,43.7,-117.33,cg_2022,inflor_mass,yes
38,Copeland01,43.7,-117.33,cg_2022,veg_mass,yes
38,Copeland01,43.7,-117.33,cg_2022,seed_count,yes
38,Copeland01,43.7,-117.33,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
38,Copeland01,43.7,-117.33,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
38,Copeland01,43.7,-117.33,walker,root_proj_area_cm2,no
38,Copeland01,43.7,-117.33,walker,shoot_leaf_area_cm2,no
38,Copeland01,43.7,-117.33,walker,root_dry_wt_g,no
38,Copeland01,43.7,-117.33,walker,root_length_cm,no
38,Copeland01,43.7,-117.33,walker,root_no_tips,no
38,Copeland01,43.7,-117.33,walker,root_surf_area_cm2,no
38,Copeland01,43.7,-117.33,walker,root_avg_diam_mm,no
38,Copeland01,43.7,-117.33,walker,root_vol_cm3,no
38,Copeland01,43.7,-117.33,walker,root_no_forks,no
38,Copeland01,43.7,-117.33,walker,root_no_crossings,no
39,Copeland05,42.27,-118.71,davidson,min_temp_reached,no
39,Copeland05,42.27,-118.71,davidson,phen_score,no
39,Copeland05,42.27,-118.71,davidson,freezing_point,no
39,Copeland05,42.27,-118.71,gamba,adult_height_cm,yes
39,Copeland05,42.27,-118.71,davidson,d_fv_fm,no
39,Copeland05,42.27,-118.71,davidson,sla_m2_kg,no
39,Copeland05,42.27,-118.71,gamba,days_to_flower,yes
39,Copeland05,42.27,-118.71,gamba,inflor_height_cm,yes
39,Copeland05,42.27,-118.71,gamba,inflor_number,yes
39,Copeland05,42.27,-118.71,gamba,veg_biomass_mg,yes
39,Copeland05,42.27,-118.71,gamba,rep_biomass_mg,yes
39,Copeland05,42.27,-118.71,gamba,total_dry_biomass_mg,yes
39,Copeland05,42.27,-118.71,gamba,seed_m,yes
39,Copeland05,42.27,-118.71,gamba,seed_n,yes
39,Copeland05,42.27,-118.71,gamba,seed1m,yes
39,Copeland05,42.27,-118.71,gamba,seedling_height_cm,yes
39,Copeland05,42.27,-118.71,walker,shoot_dry_wt_g,yes
39,Copeland05,42.27,-118.71,walker,shoot_leaf_area_cm2,yes
39,Copeland05,42.27,-118.71,walker,root_dry_wt_g,yes
39,Copeland05,42.27,-118.71,walker,root_length_cm,yes
39,Copeland05,42.27,-118.71,walker,root_proj_area_cm2,yes
39,Copeland05,42.27,-118.71,walker,root_surf_area_cm2,yes
39,Copeland05,42.27,-118.71,walker,root_avg_diam_mm,yes
39,Copeland05,42.27,-118.71,walker,root_vol_cm3,yes
39,Copeland05,42.27,-118.71,walker,root_no_tips,yes
39,Copeland05,42.27,-118.71,walker,root_no_forks,yes
39,Copeland05,42.27,-118.71,walker,root_no_crossings,yes
39,Copeland05,42.27,-118.71,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
39,Copeland05,42.27,-118.71,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
39,Copeland05,42.27,-118.71,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
39,Copeland05,42.27,-118.71,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
39,Copeland05,42.27,-118.71,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
39,Copeland05,42.27,-118.71,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
39,Copeland05,42.27,-118.71,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
39,Copeland05,42.27,-118.71,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
39,Copeland05,42.27,-118.71,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
39,Copeland05,42.27,-118.71,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
39,Copeland05,42.27,-118.71,cg_2022,first_flower,yes
39,Copeland05,42.27,-118.71,cg_2022,inflor_mass,yes
39,Copeland05,42.27,-118.71,cg_2022,veg_mass,yes
39,Copeland05,42.27,-118.71,cg_2022,seed_count,yes
39,Copeland05,42.27,-118.71,walker,leaf_no_35d,yes
39,Copeland05,42.27,-118.71,walker,tiller_no_35d,yes
39,Copeland05,42.27,-118.71,gamba,leaves_n,yes
39,Copeland05,42.27,-118.71,walker,seed_wt_g,yes
39,Copeland05,42.27,-118.71,gamba,spring_growth_cm,yes
39,Copeland05,42.27,-118.71,gamba,tillers_n,yes
39,Copeland05,42.27,-118.71,walker,plant_ht_21d_cm,yes
39,Copeland05,42.27,-118.71,walker,plant_ht_35d_cm,yes
39,Copeland05,42.27,-118.71,walker,seed_proj_area_cm2,yes
39,Copeland05,42.27,-118.71,walker,time_to_emergence_d,yes
39,Copeland05,42.27,-118.71,walker,leaf_no_21d,yes
40,Copeland09,43.47,-119.68,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
40,Copeland09,43.47,-119.68,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
40,Copeland09,43.47,-119.68,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
40,Copeland09,43.47,-119.68,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
40,Copeland09,43.47,-119.68,gamba,spring_growth_cm,yes
40,Copeland09,43.47,-119.68,gamba,tillers_n,yes
40,Copeland09,43.47,-119.68,gamba,leaves_n,yes
40,Copeland09,43.47,-119.68,walker,seed_wt_g,no
40,Copeland09,43.47,-119.68,walker,seed_proj_area_cm2,no
40,Copeland09,43.47,-119.68,walker,time_to_emergence_d,no
40,Copeland09,43.47,-119.68,walker,plant_ht_21d_cm,no
40,Copeland09,43.47,-119.68,walker,plant_ht_35d_cm,no
40,Copeland09,43.47,-119.68,walker,leaf_no_21d,no
40,Copeland09,43.47,-119.68,walker,leaf_no_35d,no
40,Copeland09,43.47,-119.68,walker,tiller_no_35d,no
40,Copeland09,43.47,-119.68,walker,shoot_dry_wt_g,no
40,Copeland09,43.47,-119.68,walker,shoot_leaf_area_cm2,no
40,Copeland09,43.47,-119.68,walker,root_dry_wt_g,no
40,Copeland09,43.47,-119.68,walker,root_length_cm,no
40,Copeland09,43.47,-119.68,walker,root_proj_area_cm2,no
40,Copeland09,43.47,-119.68,walker,root_surf_area_cm2,no
40,Copeland09,43.47,-119.68,walker,root_avg_diam_mm,no
40,Copeland09,43.47,-119.68,walker,root_vol_cm3,no
40,Copeland09,43.47,-119.68,walker,root_no_tips,no
40,Copeland09,43.47,-119.68,walker,root_no_forks,no
40,Copeland09,43.47,-119.68,walker,root_no_crossings,no
40,Copeland09,43.47,-119.68,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
40,Copeland09,43.47,-119.68,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
40,Copeland09,43.47,-119.68,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
40,Copeland09,43.47,-119.68,davidson,phen_score,no
40,Copeland09,43.47,-119.68,davidson,freezing_point,no
40,Copeland09,43.47,-119.68,davidson,min_temp_reached,no
40,Copeland09,43.47,-119.68,davidson,d_fv_fm,no
40,Copeland09,43.47,-119.68,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
40,Copeland09,43.47,-119.68,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
40,Copeland09,43.47,-119.68,walker,root_length_cm_by_diam_class_mm_l_4_5,no
40,Copeland09,43.47,-119.68,cg_2022,first_flower,yes
40,Copeland09,43.47,-119.68,cg_2022,inflor_mass,yes
40,Copeland09,43.47,-119.68,cg_2022,veg_mass,yes
40,Copeland09,43.47,-119.68,cg_2022,seed_count,yes
40,Copeland09,43.47,-119.68,gamba,seed_m,yes
40,Copeland09,43.47,-119.68,gamba,seed_n,yes
40,Copeland09,43.47,-119.68,gamba,seed1m,yes
40,Copeland09,43.47,-119.68,gamba,seedling_height_cm,yes
40,Copeland09,43.47,-119.68,gamba,adult_height_cm,yes
40,Copeland09,43.47,-119.68,gamba,inflor_height_cm,yes
40,Copeland09,43.47,-119.68,gamba,inflor_number,yes
40,Copeland09,43.47,-119.68,davidson,sla_m2_kg,no
40,Copeland09,43.47,-119.68,gamba,days_to_flower,yes
40,Copeland09,43.47,-119.68,gamba,total_dry_biomass_mg,yes
40,Copeland09,43.47,-119.68,gamba,veg_biomass_mg,yes
40,Copeland09,43.47,-119.68,gamba,rep_biomass_mg,yes
42,Downs01,46.38145,-119.430272,gamba,inflor_height_cm,yes
42,Downs01,46.38145,-119.430272,gamba,days_to_flower,yes
42,Downs01,46.38145,-119.430272,gamba,seedling_height_cm,yes
42,Downs01,46.38145,-119.430272,gamba,adult_height_cm,yes
42,Downs01,46.38145,-119.430272,gamba,spring_growth_cm,yes
42,Downs01,46.38145,-119.430272,gamba,tillers_n,yes
42,Downs01,46.38145,-119.430272,gamba,leaves_n,yes
42,Downs01,46.38145,-119.430272,walker,seed_wt_g,yes
42,Downs01,46.38145,-119.430272,gamba,inflor_number,yes
42,Downs01,46.38145,-119.430272,gamba,veg_biomass_mg,yes
42,Downs01,46.38145,-119.430272,gamba,rep_biomass_mg,yes
42,Downs01,46.38145,-119.430272,gamba,total_dry_biomass_mg,yes
42,Downs01,46.38145,-119.430272,gamba,seed_m,yes
