site,block,density_long,density,albedo,source,bulkYear_final,growout_loc,,,X,Y,genotypeID,genotype_batch,top,middle,bottom
Cheyenne,3,high,hi,white,JackieOtt1,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,7,7,g54,54_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Blumenthal08,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,8,7,g24,24_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Shriver02,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,1,8,g102,102_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Downs 02,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,2,8,g43,43_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Lee 02,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,3,8,g62,62_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Shriver01,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,4,8,g101,101_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Blumenthal01,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,5,8,g8,8_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,JackieOtt2,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,6,8,g55,55_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Fleishman_01,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,7,8,g45,45_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Chambers09,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,8,8,g37,37_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Pyle17,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,1,9,g81,81_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Adler09,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,2,9,g11,11_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Pyle19,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,3,9,g82,82_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Chynoweth05,2021,Logan,lo white Cheyenne,lo white Cheyenne 2,4,9,g98,98_Logan,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Porensky30,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,5,9,g71,71_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,JackieOtt5,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,6,9,g56,56_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Bradford01,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,7,9,g28,28_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Urza01,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,8,9,g31,31_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Wilcox02,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,1,10,g95,95_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Davies03,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,2,10,g103,103_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Chambers01,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,3,10,g29,29_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Copeland01,2021,Logan,lo white Cheyenne,lo white Cheyenne 2,4,10,g38,38_Logan,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Pyle01,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,5,10,g75,75_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Symstad1,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,6,10,g89,89_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Chambers06,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,7,10,g34,34_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,high,hi,white,Hufft01,2020,Reno,lo white Cheyenne,lo white Cheyenne 2,8,10,g52,52_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Reed03,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,1,1,g84,84_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Adler05,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,2,1,g9,9_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chambers07,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,3,1,g35,35_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,JackieOtt6,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,4,1,g57,57_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Hufft02,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,5,1,g53,53_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Lee 04,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,6,1,g64,64_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Schupp04,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,7,1,g87,87_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Pyle10,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,8,1,g77,77_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Lee 03,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,9,1,g63,63_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Symstad2,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,10,1,g90,90_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Barnett01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,11,1,g19,19_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chynoweth02,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,12,1,g96,96_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Urza02,2021,Logan,hi black Cheyenne,hi black Cheyenne 3,13,1,g93,93_Logan,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,AAFC05,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,14,1,g2,2_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Lavin01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,15,1,g59,59_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Schupp05,2021,Logan,hi black Cheyenne,hi black Cheyenne 3,16,1,g88,88_Logan,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Pyle15,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,1,2,g79,79_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chynoweth03,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,2,2,g97,97_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chynoweth05,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,3,2,g98,98_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Fleishman_05,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,4,2,g46,46_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Porensky17,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,5,2,g69,69_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Schupp02,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,6,2,g12,12_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Pyke 03,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,7,2,g72,72_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,JackieOtt1,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,8,2,g54,54_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Davies03,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,9,2,g103,103_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Adler18,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,10,2,g18,18_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chambers05,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,11,2,g33,33_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,JackieOtt2,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,12,2,g55,55_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,AAFC10,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,13,2,g7,7_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Hufft01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,14,2,g52,52_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Downs 01,2021,Logan,hi black Cheyenne,hi black Cheyenne 3,15,2,g42,42_Logan,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Pyle01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,16,2,g75,75_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Pyke 08,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,1,3,g73,73_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,AAFC04,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,2,3,g1,1_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Pyle19,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,3,3,g82,82_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Lee 01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,4,3,g61,61_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Pyke 21,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,5,3,g74,74_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chambers01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,6,3,g29,29_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Symstad4,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,7,3,g92,92_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Pyle01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,8,3,g75,75_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Downs 03,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,9,3,g44,44_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Porensky30,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,10,3,g71,71_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Blumenthal08,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,11,3,g24,24_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Blumenthal01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,12,3,g8,8_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chynoweth08,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,13,3,g100,100_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Wilcox02,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,14,3,g95,95_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chambers04,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,15,3,g32,32_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Reed01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,16,3,g83,83_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Pyle17,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,1,4,g81,81_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Copeland01,2021,Logan,hi black Cheyenne,hi black Cheyenne 3,2,4,g38,38_Logan,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Symstad6,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,3,4,g25,25_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Porensky01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,4,4,g68,68_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Pyle01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,5,4,g75,75_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Adler13,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,6,4,g14,14_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Copeland05,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,7,4,g39,39_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Symstad3,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,8,4,g91,91_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Leger 1,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,9,4,g65,65_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Germino BOP 01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,10,4,g104,104_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,JackieOtt7,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,11,4,g58,58_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chambers09,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,12,4,g37,37_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chambers06,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,13,4,g34,34_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Pyle09,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,14,4,g76,76_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Lee 02,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,15,4,g62,62_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chambers08,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,16,4,g36,36_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,AAFC09,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,1,5,g6,6_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Mancillas01,2022,Logan,hi black Cheyenne,hi black Cheyenne 3,2,5,g151,151_Logan,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Fleishman_07,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,3,5,g47,47_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,JackieOtt5,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,4,5,g56,56_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Shriver01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,5,5,g101,101_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Adler09,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,6,5,g11,11_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Chambers02,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,7,5,g30,30_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Fleishman_01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,8,5,g45,45_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Lee 04,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,9,5,g64,64_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Getts3,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,10,5,g49,49_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Bradford01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,11,5,g28,28_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Maron1,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,12,5,g66,66_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,AAFC08,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,13,5,g5,5_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Urza01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,14,5,g31,31_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Holdrege1,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,15,5,g51,51_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,black,Downs 02,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,16,5,g43,43_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Pyke 08,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,1,1,g73,73_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Blumenthal08,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,2,1,g24,24_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Reed01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,3,1,g83,83_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Lavin01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,4,1,g59,59_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Shriver01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,5,1,g101,101_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Chambers02,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,6,1,g30,30_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Barnett01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,7,1,g19,19_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Pyle09,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,8,1,g76,76_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Germino BOP 01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,9,1,g104,104_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Chambers06,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,10,1,g34,34_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Copeland05,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,11,1,g39,39_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,AAFC10,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,12,1,g7,7_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Lee 02,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,13,1,g62,62_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Lee 04,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,14,1,g64,64_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Fleishman_01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,15,1,g45,45_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Fleishman_05,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,16,1,g46,46_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,AAFC05,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,1,2,g2,2_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Downs 03,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,2,2,g44,44_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Bradford01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,3,2,g28,28_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Pyle01,2020,Reno,hi black Cheyenne,hi black Cheyenne 3,4,2,g75,75_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Reed03,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,5,2,g84,84_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Chambers07,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,6,2,g35,35_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Pyle17,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,7,2,g81,81_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,AAFC09,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,8,2,g6,6_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Chynoweth01,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,9,2,g26,26_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Mancillas01,2022,Logan,hi white Cheyenne,hi white Cheyenne 3,10,2,g151,151_Logan,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Hufft01,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,11,2,g52,52_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Chambers05,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,12,2,g33,33_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Chambers04,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,13,2,g32,32_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Pyle15,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,14,2,g79,79_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,JackieOtt1,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,15,2,g54,54_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Chambers01,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,16,2,g29,29_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Leger 1,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,1,3,g65,65_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Chambers04,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,2,3,g32,32_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Downs 01,2021,Logan,hi white Cheyenne,hi white Cheyenne 3,3,3,g42,42_Logan,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Lee 03,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,4,3,g63,63_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Hufft02,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,5,3,g53,53_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Chynoweth08,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,6,3,g100,100_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Schupp04,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,7,3,g87,87_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Pyle10,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,8,3,g77,77_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Downs 02,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,9,3,g43,43_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Urza01,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,10,3,g31,31_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Wilcox02,2021,Logan,hi white Cheyenne,hi white Cheyenne 3,11,3,g95,95_Logan,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Symstad4,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,12,3,g92,92_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Schupp05,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,13,3,g88,88_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Lee 01,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,14,3,g61,61_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Fleishman_07,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,15,3,g47,47_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Getts3,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,16,3,g49,49_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,JackieOtt6,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,1,4,g57,57_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Urza02,2021,Logan,hi white Cheyenne,hi white Cheyenne 3,2,4,g93,93_Logan,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Symstad2,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,3,4,g90,90_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Chynoweth02,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,4,4,g96,96_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Pyle19,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,5,4,g82,82_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Blumenthal01,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,6,4,g8,8_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Pyke 03,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,7,4,g72,72_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Symstad3,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,8,4,g91,91_Reno,#ERROR!,#ERROR!,#ERROR!
Cheyenne,3,low,lo,white,Symstad1,2020,Reno,hi white Cheyenne,hi white Cheyenne 3,9,4,g89,89_Reno,#ERROR!,#ERROR!,#ERROR!
