Site,Date,Last Harvest Date,# of Harvests,Recorder,Block,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,tillers,biomass_whole,seed_count_whole,seed_mass_whole,inflor_mass,biomass_sub,seed_count_sub,seed_mass_sub,drop_seed,notes,
SheepStation,7/11/2022,,,,,19,high,white,7,3,9,Re,Adler05,40.79,-111.87,Y,FP,13,130,2,0.05,,,0.1,0.01,35,0.09,N,,
SheepStation,7/11/2022,,,,,19,high,white,7,4,19,Re,Barnett01,43.48,-110.74,Y,FP,8.9,89,1,0.02,,,0,0,0,0,Y,,
SheepStation,7/11/2022,,,,,19,high,white,7,5,25,Re,Symstad6,41.83,-103.71,Y,FP,15.9,159,1,0.05,,,0.07,0.01,20,0.06,N,,
SheepStation,7/11/2022,,,,,19,high,white,7,6,34,Re,Chambers06,41.54,-117.78,Y,FP,11,110,1,0.03,,,0.04,0.01,20,0.03,N,BROKEN TILLER,
SheepStation,7/11/2022,,,,,19,high,white,7,7,84,Re,Reed03,38.75,-109.79,Y,FP,19,190,1,0.06,,,0.02,0.01,4,0.01,Y,,
SheepStation,,,,,,19,high,white,7,8,24,Re,Blumenthal08,40.64,-104.56,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,19,high,white,7,9,100,Re,Chynoweth08,40.640878,-109.48689,Y,FP,9.2,92,1,0.01,,,0.01,0.001,3,0.01,Y,,
SheepStation,7/11/2022,,,,,19,high,white,7,10,19,Re,Barnett01,43.48,-110.74,Y,FP,9.7,97,1,0.03,,,0.03,0.01,6,0.02,Y,,
SheepStation,7/11/2022,,,,,19,high,white,8,1,91,Re,Symstad3,43.62,-103.47,Y,FG_FP,22,220,3,0.26,,,0.54,0.03,50,0.11,N,,
SheepStation,,,,,,19,high,white,8,2,51,Re,Holdrege1,41.61,-111.57,N,NA,NA,NA,,,,,,,,,,,
SheepStation,6/28/2022,,,,,19,high,white,8,3,29,Re,Chambers01,39.55,-119.58,Y,FP,12.8,128,1,0.03,,,0.04,0.03,6,0.01,N,,
SheepStation,7/11/2022,,,,,19,high,white,8,4,25,Re,Symstad6,41.83,-103.71,Y,FP,14,140,1,0.03,,,0.004,0.004,0,0,Y,,
SheepStation,7/11/2022,,,,,19,high,white,8,5,7,Re,AAFC10,49.71,-120.05,Y,FP,13.5,135,1,0.05,,,0.12,0.02,36,0.1,N,,
SheepStation,7/11/2022,,,,,19,high,white,8,6,81,Re,Pyle017,44.36,-118.93,Y,FG_FP,13.3,133,3,0.1,,,0.12,0.06,39,0.06,N,,
SheepStation,7/11/2022,,,,,19,high,white,8,7,2,Re,AAFC05,50.09,-120.45,Y,FP,21.6,216,1,0.08,,,0.14,0.03,50,0.1,N,,
SheepStation,7/11/2022,,,,,19,high,white,8,8,55,Re,JackieOtt2,43.71,-102.32,Y,FP,12.5,125,1,0.02,,,0.05,0.01,15,0.04,N,,
SheepStation,7/11/2022,,,,,19,high,white,8,9,58,Re,JackieOtt7,43.82,-101.94,Y,FP,7,70,1,0.007,,,0.01,0.002,4,0.009,Y,,
SheepStation,7/11/2022,,,,,19,high,white,8,10,96,Re,Chynoweth02,40.29092,-109.68361,Y,FP,11.7,117,1,0.03,,,0.02,0,8,0.02,Y,,
SheepStation,7/11/2022,,,,,19,high,white,9,1,57,Re,JackieOtt6,43.84,-101.94,Y,FP_FG,17.3,173,2,0.11,,,0.22,0.01,50,0.11,N,,
SheepStation,7/11/2022,,,,,19,high,white,9,2,66,Re,Maron1,46.68,-114.03,Y,UNL,5.3,53,1,0.003,,,0,0,0,0,N,Broken tiller,
SheepStation,7/11/2022,,,,,19,high,white,9,3,64,Re,Lee4,35.4564,-115.52,Y,FP,11,110,3,0.06,,,0.17,0.02,48,0.11,N,,
SheepStation,6/29/2022,,,,,19,high,white,9,4,63,Re,Lee3,36.5247,-115.8987,Y,FP,11.5,115,1,0.03,,,0.05,0.01,26,0.04,N,,
SheepStation,7/11/2022,,,,,19,high,white,9,5,42,Lo,Downs01,46.38145,-119.430272,Y,FP,3.4,34,1,0.002,,,0,0,0,0,Y,,
SheepStation,7/11/2022,,,,,19,high,white,9,6,72,Re,Pyke3,44.60456358,-120.1924183,Y,FG_FP,9.8,98,3,0.08,,,0.07,0.02,36,0.05,Y,,
SheepStation,7/11/2022,,,,,19,high,white,9,7,5,Re,AAFC08,49.57,-120.55,Y,FP,17,170,1,0.04,,,0.09,0.02,27,0.06,N,,
SheepStation,7/11/2022,,,,,19,high,white,9,8,44,Re,Downs03,45.9663,-120.3671,Y,FP,15.3,153,1,0.07,,,0.04,0.002,17,0.03,Y,,
SheepStation,7/11/2022,,,,,19,high,white,9,9,49,Re,Getts3,40.43,-120.67,Y,FP,10.2,102,1,0.02,,,0.003,0,1,0.003,Y,,
SheepStation,,,,,,19,high,white,9,10,11,Re,Adler09,43.31,-112.27,Y,,,0,,,,,,,,,,,
SheepStation,7/11/2022,,,,,19,high,white,10,1,68,Re,Porensky1,43.24,-105.18,Y,FG_FP,19.5,195,4,0.19,,,0.34,0.01,50,0.08,N,,
SheepStation,7/11/2022,,,,,19,high,white,10,2,65,Re,Leger1,39.49,-119.84,Y,FG_FP,17,170,4,0.14,,,0.1,0.01,38,0.08,N,,
SheepStation,7/11/2022,,,,,19,high,white,10,3,87,Re,Schupp04,38.52,-113.55,Y,FP,15.8,158,2,0.1,,,0.11,0.01,39,0.09,N,,
SheepStation,7/11/2022,,,,,19,high,white,10,4,52,Re,Hufft1,38.6701,-108.3286,Y,FP,3.2,32,1,0.004,,,0.01,0.0007,4,0.009,Y,,
SheepStation,7/11/2022,,,,,19,high,white,10,5,45,Re,Fleishman_01,38.47,-119.49,Y,FP,16.5,165,2,0.09,,,0.22,0.04,50,0.13,N,,
SheepStation,7/11/2022,,,,,19,high,white,10,6,66,Re,Maron1,46.68,-114.03,Y,FP,13,130,1,0.02,,,0.02,0.003,7,0.02,Y,,
SheepStation,7/11/2022,,,,,19,high,white,10,7,47,Re,Fleishman_07,39.17,-117.44,Y,FP,13,130,1,0.04,,,0.01,0.01,1,0.003,Y,,
SheepStation,7/11/2022,,,,,19,high,white,10,8,18,Re,Adler18,40.86,-114.22,Y,FP,10.6,106,1,0.02,,,0.01,0.002,4,0.01,Y,,
SheepStation,7/11/2022,,,,,19,high,white,10,9,72,Re,Pyke3,44.60456358,-120.1924183,Y,FP,9,90,2,0.05,,,0.08,0.02,21,0.06,Y,,
SheepStation,7/11/2022,,,,,19,high,white,10,10,65,Re,Leger1,39.49,-119.84,Y,FG_FP,12,120,3,0.07,,,0.12,0.02,36,0.1,Y,,
SheepStation,7/11/2022,,,,,20,low,white,1,1,95,Re,Wilcox02,41.31,-105.66,Y,FP,30,300,13,1.57,,,1.97,0.02,50,0.1,N,,
SheepStation,7/11/2022,,,,,20,low,white,1,2,104,Re,Germino_BOP_01,43.4720833,-116.2338306,Y,FP,24,240,7,0.48,,,0.87,0.04,50,0.11,N,,
SheepStation,,,,,,20,low,white,1,3,36,Re,Chambers08,42.24,-114.57,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,,,,,20,low,white,1,4,19,Re,Barnett01,43.48,-110.74,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,1,5,103,Re,Davies03,42.68,-118.68,Y,FG_FP,25,250,14,1.14,,,1.56,0.01,50,0.1,N,,
SheepStation,,,,,,20,low,white,2,1,101,Re,Shriver01,34.06,-116.22,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,2,2,12,Re,Schupp02,40.2,-112.46,Y,FG_FP,34,340,12,2.18,,,2.4,0.01,50,0.08,N,,
SheepStation,,,,,,20,low,white,2,3,17,Re,Adler17,41.44,-110.11,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,2,4,37,Re,Chambers09,40.66,-116.73,Y,FG_FP,26,260,13,1.61,,,1.83,0.02,50,0.08,Y,,
SheepStation,7/11/2022,,,,,20,low,white,2,5,61,Re,Lee1,36.82340833,-116.0163889,Y,FP,12,120,5,0.08,,,0.2,0.2,0,0,N,SMUT,
SheepStation,,,,,,20,low,white,3,1,59,Re,Lavin01,44.68,-109.07,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,,,,,20,low,white,3,2,92,Re,Symstad4,43.71,-102.58,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,3,3,8,Re,Blumenthal01,41.18,-104.9,Y,FG_FP,27,270,11,1.14,,,1.66,0.06,50,0.09,N,,
SheepStation,7/11/2022,,,,,20,low,white,3,4,43,Re,Downs02,46.25045,-119.53334,Y,FP,30,300,11,0.43,,,0.76,0.05,50,0.07,Y,,
SheepStation,7/11/2022,,,,,20,low,white,3,5,68,Re,Porensky1,43.24,-105.18,Y,FG_FP,11,110,3,0.06,,,0.18,0.04,50,0.1,N,,
SheepStation,7/11/2022,,,,,20,low,white,4,1,81,Re,Pyle017,44.36,-118.93,Y,FG_FP,26,260,7,0.89,,,0.86,0.03,50,0.09,N,,
SheepStation,,,,,,20,low,white,4,2,30,Re,Chambers02,39.95,-118.76,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,4,3,32,Re,Chambers04,41.31,-117.63,Y,FP,21,210,12,0.72,,,1.9,0.03,50,0.09,N,,
SheepStation,7/11/2022,,,,,20,low,white,4,4,18,Re,Adler18,40.86,-114.22,Y,FP,15,150,3,0.1,,,0.04,0.006,22,0.03,Y,,
SheepStation,7/11/2022,,,,,20,low,white,4,5,29,Re,Chambers01,39.55,-119.58,Y,FP,13,130,6,0.18,,,0.55,0.01,50,0.06,N,,
SheepStation,7/11/2022,,,,,20,low,white,5,1,34,Re,Chambers06,41.54,-117.78,Y,FP,21,210,8,0.58,,,0.78,0.007,50,0.12,Y,,
SheepStation,7/11/2022,,,,,20,low,white,5,2,63,Re,Lee3,36.5247,-115.8987,Y,FP,20,200,7,0.6,,,1,0.02,50,0.09,N,SOME FLOWERSAREDEAD ,
SheepStation,7/11/2022,,,,,20,low,white,5,3,97,Lo,Chynoweth03,39.83576,-109.61202,Y,BS_FG_FP,28,280,16,1.63,,,2.21,0.02,50,0.11,N,,
SheepStation,,,,,,20,low,white,5,4,103,Re,Davies03,42.68,-118.68,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,5,5,91,Re,Symstad3,43.62,-103.47,Y,FG_FP,30,300,7,0.92,,,1.61,0.03,50,0.09,N,,
SheepStation,7/11/2022,,,,,20,low,white,6,1,54,Re,JackieOtt1,43.65,-102.97,Y,FP,31,310,7,1.33,,,1.44,0.02,50,0.07,N,FROST HEAVE AROUND,
SheepStation,,,,,,20,low,white,6,2,66,Re,Maron1,46.68,-114.03,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,6,3,56,Re,JackieOtt5,43.78,-102.61,Y,FG_FP,28,280,6,0.01,,,1.11,0.03,50,0.09,N,,
SheepStation,7/11/2022,,,,,20,low,white,6,4,90,Re,Symstad2,43.87,-103.46,Y,FG_FP,27,270,14,1.45,,,1.73,0.03,50,0.09,N,BROKE OFF TOP TOOTHPICK,
SheepStation,,,,,,20,low,white,6,5,33,Re,Chambers05,41.54,-117.75,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,,,,,20,low,white,7,1,58,Re,JackieOtt7,43.82,-101.94,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,,,,,20,low,white,7,2,102,Re,Shriver02,48,-114.04,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,7,3,76,Re,Pyle009,43.42,-119.62,Y,FG_FP,23,230,9,1.12,,,1.66,0.02,50,0.09,N,,
SheepStation,,,,,,20,low,white,7,4,71,Re,Porensky30,40.63,-105.27,Y,,,0,,,,,,,,,,,
SheepStation,,,,,,20,low,white,7,5,1,Re,AAFC04,50.08,-120.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,,,,,20,low,white,8,1,86,Re,Schupp03,38.6,-113.79,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,8,2,96,Re,Chynoweth02,40.29092,-109.68361,Y,FG_FP,26,260,7,0.87,,,0.85,0.02,50,0.07,N,,
SheepStation,7/11/2022,,,,,20,low,white,8,3,42,Re,Downs01,46.38145,-119.430272,Y,FP,20,200,13,1,,,1.5,0.02,50,0.1,Y,,
SheepStation,7/11/2022,,,,,20,low,white,8,4,13,Re,Schupp01,39.85,-112.15,Y,FG_FP,36,360,7,1.3,,,1.47,0.04,50,0.09,N,,
SheepStation,7/11/2022,,,,,20,low,white,8,5,6,Re,AAFC09,49.62,-119.8,Y,FG_FP,28,280,9,0.85,,,0.95,0.02,50,0.08,N,,
SheepStation,7/11/2022,,,,,20,low,white,9,1,72,Re,Pyke3,44.60456358,-120.1924183,Y,BS_FG_FP,22,220,25,1.69,,,1.62,0.01,50,0.1,Y,,
SheepStation,7/11/2022,,,,,20,low,white,9,2,77,Re,Pyle010,43.19,-120,Y,FP,35,350,8,1.68,,,1.3,0.01,50,0.08,N,,
SheepStation,7/11/2022,,,,,20,low,white,9,3,49,Re,Getts3,40.43,-120.67,Y,FP,19,190,4,0.39,,,0.12,0.02,50,0.1,Y,,
SheepStation,7/11/2022,,,,,20,low,white,9,4,7,Re,AAFC10,49.71,-120.05,Y,FG_FP,30,300,5,0.54,,,0.69,0.03,50,0.08,N,,
SheepStation,7/11/2022,,,,,20,low,white,9,5,60,Re,Lavin02,45.67,-111.03,Y,FG_FP,33,330,6,0.96,,,0.85,0.03,50,0.08,N,,
SheepStation,7/11/2022,,,,,20,low,white,10,1,11,Re,Adler09,43.31,-112.27,Y,FP,27,270,13,1.75,,,0.8,0.01,50,0.08,Y,,
SheepStation,7/11/2022,,,,,20,low,white,10,2,79,Re,Pyle015,43.8,-119,Y,FG,17,170,1,0.08,,,0.1,0.04,50,0.06,N,,
SheepStation,7/11/2022,,,CS,,20,low,white,10,3,58,Re,JackieOtt7,43.82,-101.94,Y,FP,29,290,8,1.33,,,1.47,0.03,50,0.09,N,0/50 UNRIPE,
SheepStation,,,,,,20,low,white,10,4,25,Re,Symstad6,41.83,-103.71,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,10,5,64,Re,Lee4,35.4564,-115.52,Y,FP_FG,10,100,7,0.08,,,0.26,0.07,50,0.13,N,,
SheepStation,7/11/2022,,,,,20,low,white,11,1,39,Re,Copeland05,42.27,-118.71,Y,FP,20,200,4,0.21,,,0.1,0.01,50,0.08,Y,,
SheepStation,,,,,,20,low,white,11,2,88,Lo,Schupp05,39.11,-112.74,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,,,,,20,low,white,11,3,53,Re,Hufft2,39.547444,-105.102111,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,11,4,79,Re,Pyle015,43.8,-119,Y,FG,11,110,1,0.03,,,0.03,0.01,15,0.016,N,15/15 UNRIPE,
SheepStation,,,,,,20,low,white,11,5,62,Re,Lee2,35.3984,-115.7845,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,MH,,20,low,white,12,1,55,Re,JackieOtt2,43.71,-102.32,Y,FP,28,280,8,1.4,,,2.32,0.02,50,0.11,N,0/50 unripe,
SheepStation,7/11/2022,,,RM,,20,low,white,12,2,5,Re,AAFC08,49.57,-120.55,Y,FP,33,330,7,1.57,,,1.05,0.02,50,0.1,Y,,
SheepStation,7/11/2022,,,,,20,low,white,12,3,2,Re,AAFC05,50.09,-120.45,Y,FG_FP,34,340,13,1.98,,,1.58,0.02,50,0.07,N,,
SheepStation,7/11/2022,,,MH,,20,low,white,12,4,68,Re,Porensky1,43.24,-105.18,Y,FP,31,310,12,1.69,,,2.49,0.01,50,0.09,N,0/50 unripe,
SheepStation,,,,,,20,low,white,12,5,65,Re,Leger1,39.49,-119.84,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,,,,,20,low,white,13,1,66,Re,Maron1,46.68,-114.03,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,13,2,38,Lo,Copeland01,43.7,-117.33,Y,FP,24,240,4,0.41,,,0.21,0.01,50,0.07,Y,,
SheepStation,7/11/2022,,,LB,,20,low,white,13,3,61,Re,Lee1,36.82340833,-116.0163889,Y,FP,24,240,12,1.26,,,1.93,0.05,50,0.1,Y,0/50 unripe,
SheepStation,7/11/2022,,,RM,,20,low,white,13,4,24,Re,Blumenthal08,40.64,-104.56,Y,FP,35,350,12,2.78,,,2.38,0.01,50,0.09,N,,
SheepStation,,,,,,20,low,white,13,5,44,Re,Downs03,45.9663,-120.3671,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,14,1,66,Re,Maron1,46.68,-114.03,Y,FG_FP,25,250,7,0.83,,,0.89,0.02,50,0.08,N,,
SheepStation,,,,,,20,low,white,14,2,69,Re,Porensky17,43.34,-105.13,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,LB,,20,low,white,14,3,98,Lo,Chynoweth05,40.480805,-109.438229,Y,FP,31,310,12,1.75,,,1.66,0.02,50,0.08,N,0/50 unripe,
SheepStation,,,,,,20,low,white,14,4,52,Re,Hufft1,38.6701,-108.3286,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,RM,,20,low,white,14,5,45,Re,Fleishman_01,38.47,-119.49,Y,FP,31,310,10,1.39,,,1.55,0.02,50,0.09,N,,
SheepStation,7/11/2022,,,,,20,low,white,15,1,26,Re,Chynoweth01,39.76604,-109.5635,Y,FP,29,290,13,1.57,,,1.39,0.02,50,0.08,N,,
SheepStation,7/11/2022,,,RM,,20,low,white,15,2,89,Re,Symstad1,44.59,-104.71,Y,FP_FG,32,320,8,1.71,,,2.32,0.02,50,0.08,N,,
SheepStation,,,,,,20,low,white,15,3,25,Re,Symstad6,41.83,-103.71,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,MH,,20,low,white,15,4,74,Re,Pyke21,47.61803776,-119.6830115,Y,FP,33,330,9,1.78,,,0.69,0.02,50,0.1,Y,0/50 unripe. 2 broken tillers,
SheepStation,7/11/2022,,,,,20,low,white,15,5,52,Re,Hufft1,38.6701,-108.3286,Y,FP,17,170,4,0.49,,,0.72,0.02,50,0.09,N,,
SheepStation,7/11/2022,,,,,20,low,white,16,1,68,Re,Porensky1,43.24,-105.18,Y,FG_FP,16,160,8,0.53,,,1.35,0.02,50,0.09,N,,
SheepStation,7/11/2022,,,,,20,low,white,16,2,14,Re,Adler13,41.44,-111.08,Y,FP,11,110,3,0.14,,,0.27,0.01,50,0.09,N,,
SheepStation,7/11/2022,,,MH,,20,low,white,16,3,28,Re,Bradford01,35.23,-111.62,Y,FP,28,280,12,1.47,,,0.94,0.005,50,0.1,Y,0/50 unripe,
SheepStation,,,,,,20,low,white,16,4,19,Re,Barnett01,43.48,-110.74,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,16,5,32,Re,Chambers04,41.31,-117.63,Y,FP,26,260,10,1.35,,,1.29,0.02,50,0.1,Y,,
SheepStation,7/11/2022,,,,,20,low,white,17,1,73,Re,Pyke8,46.74830998,-119.361636,Y,FG_FP,19,190,10,0.54,,,1.19,0.03,50,0.09,Y,,
SheepStation,7/11/2022,,,,,20,low,white,17,2,75,Re,Pyle001,42.35,-118.65,Y,FG_FP,28,280,5,0.5,,,0.63,0.01,50,0.08,N,,
SheepStation,7/11/2022,,,CS,,20,low,white,17,3,57,Re,JackieOtt6,43.84,-101.94,Y,FG_FP,29,290,9,1.34,,,1.72,0.03,50,0.09,N,8/50 UNRIPE,
SheepStation,7/11/2022,,,,,20,low,white,17,4,84,Lo,Reed03,38.75,-109.79,Y,FP,18,180,3,0.22,,,0.15,0.008,50,0.11,Y,,
SheepStation,7/11/2022,,,,,20,low,white,17,5,47,Re,Fleishman_07,39.17,-117.44,Y,FP,28,280,3,0.52,,,0.95,0.02,50,0.09,N,,
SheepStation,7/11/2022,,,,,20,low,white,18,1,82,Re,Pyle019,44.57,-119.65,Y,FG_FP,18,180,4,0.17,,,0.18,0.01,50,0.1,Y,,
SheepStation,7/11/2022,,,,,20,low,white,18,2,65,Re,Leger1,39.49,-119.84,Y,FG_FP,16,160,7,0.22,,,0.29,0.03,50,0.09,Y,,
SheepStation,,,,,,20,low,white,18,3,9,Re,Adler05,40.79,-111.87,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,18,4,91,Re,Symstad3,43.62,-103.47,Y,FG_FP,22,220,5,0.45,,,0.71,0.02,50,0.1,N,,
SheepStation,7/11/2022,,,MH,,20,low,white,18,5,46,Re,Fleishman_05,39.12,-117.27,Y,FG_FP,31,310,7,1.24,,,1.46,0.02,50,0.09,N,11/50 unripe,
SheepStation,,,,,,20,low,white,19,1,105,Lo,Blumenthal10,40.92,-102.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,19,2,87,Re,Schupp04,38.52,-113.55,Y,FG_FP,22,220,4,0.2,,,0.22,0.01,50,0.07,N,,
SheepStation,7/11/2022,,,,,20,low,white,19,3,64,Re,Lee4,35.4564,-115.52,Y,FP,11,110,8,0.15,,,0.36,0.04,50,0.11,N,,
SheepStation,7/11/2022,,,,,20,low,white,19,4,35,Re,Chambers07,43.94,-116.19,Y,FG_FP,22,220,5,0.45,,,0.71,0.02,50,0.08,N,,
SheepStation,7/11/2022,,,,,20,low,white,19,5,31,Re,Uzra1,40.35,-119.34,Y,FP,19,190,5,0.36,,,0.51,0.02,50,0.1,N,,
SheepStation,,,,,,20,low,white,20,1,83,Re,Reed01,38.52,-109.47,Y,,,0,,,,,,,,,,,
SheepStation,7/11/2022,,,,,20,low,white,20,2,51,Re,Holdrege1,41.61,-111.57,Y,FP,24,240,5,0.47,,,0.34,0.02,50,0.1,Y,,
SheepStation,7/11/2022,,,,,20,low,white,20,3,72,Re,Pyke3,44.60456358,-120.1924183,Y,FP,15,150,4,0.13,,,0.14,0.01,50,0.1,Y,TOP TOOTHPICK BROKE OFF,
SheepStation,,,,,,20,low,white,20,4,100,Re,Chynoweth08,40.640878,-109.48689,missing,missing,missing,missing,,,,,,,,,,,
SheepStation,7/11/2022,,,RM,,20,low,white,20,5,93,Lo,Uzra2,40.84,-119.56,Y,FP,20,200,8,0.74,,,1.06,0.01,50,0.11,N,,
SheepStation,7/11/2022,,,,,21,low,white,1,1,54,Re,JackieOtt1,43.65,-102.97,Y,FP,30,300,3,0.62,,,0.76,0.02,50,0.1,N,,
SheepStation,7/11/2022,,,,,21,low,white,1,2,35,Re,Chambers07,43.94,-116.19,Y,FG_FP,19,190,4,0.2,,,0.29,0.02,50,0.09,N,,
SheepStation,,,,,,21,low,white,1,3,1,Re,AAFC04,50.08,-120.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,21,low,white,1,4,17,Re,Adler17,41.44,-110.11,Y,FG_FP,9,90,2,0.04,,,0.03,0.007,16,0.03,N,,
SheepStation,7/11/2022,,,,,21,low,white,1,5,49,Re,Getts3,40.43,-120.67,Y,FP,11,110,1,0.04,,,0.02,0,9,0.02,Y,,
SheepStation,7/11/2022,,,,,21,low,white,2,1,92,Re,Symstad4,43.71,-102.58,Y,FG_FP,24,240,4,0.43,,,0.67,0.03,50,0.1,N,,
SheepStation,7/11/2022,,,,,21,low,white,2,2,61,Re,Lee1,36.82340833,-116.0163889,Y,FP,14,140,2,0.1,,,0.18,0.02,50,0.11,Y,,
SheepStation,7/11/2022,,,,,21,low,white,2,3,6,Re,AAFC09,49.62,-119.8,Y,FG_FP,27,270,5,0.71,,,0.93,0.02,50,0.08,N,,
SheepStation,7/11/2022,,,,,21,low,white,2,4,43,Re,Downs02,46.25045,-119.53334,Y,FP,16,160,3,0.12,,,0.19,0.008,50,0.13,Y,,
SheepStation,7/11/2022,,,,,21,low,white,2,5,44,Re,Downs03,45.9663,-120.3671,Y,FG_FP,29,290,8,1.05,,,1.7,0.06,50,0.14,N,,
SheepStation,7/11/2022,,,,,21,low,white,3,1,28,Re,Bradford01,35.23,-111.62,Y,FG_FP,22,220,10,0.82,,,0.98,0.04,50,0.12,Y,,
SheepStation,7/11/2022,,,,,21,low,white,3,2,77,Re,Pyle010,43.19,-120,Y,FG_FP,17,170,3,0.22,,,0.47,0.03,50,0.11,N,,
SheepStation,,,,,,21,low,white,3,3,69,Re,Porensky17,43.34,-105.13,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,MH,,21,low,white,3,4,51,Re,Holdrege1,41.61,-111.57,Y,FG_FP,25,250,12,1.48,,,2.01,0.03,50,0.11,Y,4/50 unripe,
SheepStation,7/11/2022,,,,,21,low,white,3,5,95,Lo,Wilcox02,41.31,-105.66,Y,FP,17,170,1,0.05,,,0.06,0.003,28,0.06,N,,
SheepStation,7/11/2022,,,,,21,low,white,4,1,49,Re,Getts3,40.43,-120.67,Y,FP,13,130,4,0.19,,,0.11,0.009,49,0.1,Y,,
SheepStation,7/11/2022,,,,,21,low,white,4,2,89,Re,Symstad1,44.59,-104.71,Y,FG_FP,19,190,2,0.09,,,0.17,0.02,50,0.09,N,,
SheepStation,7/11/2022,,,,,21,low,white,4,3,72,Re,Pyke3,44.60456358,-120.1924183,Y,FP,20,200,8,1.03,,,1.7,0.04,50,0.13,N,,
SheepStation,7/11/2022,,,,,21,low,white,4,4,76,Re,Pyle009,43.42,-119.62,Y,FG_FP,26,260,6,0.95,,,1.89,0.04,50,0.12,N,,
SheepStation,,,,,,21,low,white,4,5,91,Re,Symstad3,43.62,-103.47,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/11/2022,,,,,21,low,white,5,1,46,Re,Fleishman_05,39.12,-117.27,Y,FG_FP,10,100,3,0.08,,,0.21,0.02,50,0.09,N,,
SheepStation,7/11/2022,,,,,21,low,white,5,2,66,Re,Maron1,46.68,-114.03,Y,FG_FP,25,250,6,0.61,,,1.04,0.03,50,0.09,N,,
SheepStation,7/11/2022,,,,,21,low,white,5,3,7,Re,AAFC10,49.71,-120.05,Y,FG,18,180,4,0.52,,,0.65,0.02,50,0.07,N,,
SheepStation,7/11/2022,,,,,21,low,white,5,4,103,Re,Davies03,42.68,-118.68,Y,FG_FP,21,210,14,1.04,,,1.94,0.02,50,0.1,N,,
SheepStation,7/11/2022,,,,,21,low,white,5,5,45,Re,Fleishman_01,38.47,-119.49,Y,FG_FP,25,250,7,0.57,,,0.98,0.03,50,0.1,Y,,
SheepStation,7/11/2022,,,,,21,low,white,6,1,47,Re,Fleishman_07,39.17,-117.44,Y,FG_FP,19,190,5,0.37,,,0.47,0.03,50,0.12,N,,
SheepStation,7/11/2022,,,,,21,low,white,6,2,24,Re,Blumenthal08,40.64,-104.56,Y,FG_FP,12,120,3,0.13,,,0.27,0.03,50,0.1,N,,
SheepStation,7/11/2022,,,,,21,low,white,6,3,90,Re,Symstad2,43.87,-103.46,Y,FG_FP,21,210,4,0.34,,,0.48,0.03,50,0.07,N,,
SheepStation,,,,,,21,low,white,6,4,105,Re,Blumenthal10,40.92,-102.52,Y,,,0,,,,,,,,,,,
SheepStation,,,,,,21,low,white,6,5,88,Lo,Schupp05,39.11,-112.74,Y,,,0,,,,,,,,,,,
SheepStation,7/11/2022,,,,,21,low,white,7,1,42,Lo,Downs01,46.38145,-119.430272,Y,FG_FP,21,210,6,0.4,,,0.81,0.04,50,0.13,N,,
