SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,Litter depth (cm),Notes,,,,,,,,,,,,,,,,,,
Peavine,W,control,2,Bare,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,2,Erodium cicutarium,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,2.2,Erodium cicutarium,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,2.2,Bare,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,2.4,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,2.4,Bare,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,2.6,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,2.6,Erodium cicutarium,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,2.6,Bare,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,2.8,Erodium cicutarium,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,2.8,Bare,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3,Erodium cicutarium,50,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3,Bare,50,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3.2,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3.2,Erodium cicutarium,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3.2,Bare,15,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3.4,Erodium cicutarium,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3.4,Bare,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3.6,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3.6,Erodium cicutarium,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3.6,Bare,15,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3.8,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3.8,Erodium cicutarium,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,3.8,Bare,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4,Erodium cicutarium,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4,Bare,55,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.2,Bromus tectorum,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.2,Erodium cicutarium,60,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.2,Litter,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.2,Bare,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.4,Bromus tectorum,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.4,Erodium cicutarium,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.4,Bare,50,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.6,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.6,Erodium cicutarium,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.6,Bare,65,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.8,Pleiacanthus spinosus,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.8,Bromus tectorum,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.8,Erodium cicutarium,60,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,4.8,Bare,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5,Pleiacanthus spinosus,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5,Bare,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5.2,Bare,95,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5.2,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5.4,Erodium cicutarium,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5.4,Bare,60,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5.4,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5.6,Bare,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5.6,Erodium cicutarium,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5.8,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5.8,Microsteris gracilis,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5.8,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,5.8,Bare,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.2,Tetradymia canescens,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.2,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.2,Bare,50,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.4,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.4,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.4,Bare,,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.6,Tetradymia canescens,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.6,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.6,Erodium cicutarium,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.6,Bare,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.8,Tetradymia canescens,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.8,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,6.8,Bare,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7,Bromus tectorum,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7,Erodium cicutarium,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7,Tetradymia canescens,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7,Bare,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.2,Alyssum desertorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.2,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.2,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.2,Tetradymia canescens,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.2,Bare,65,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.4,Alyssum desertorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.4,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.4,Bare,95,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.6,Microsteris gracilis,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.6,Erodium cicutarium,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.6,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.6,Bare,100,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.8,Ephedra viridis,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.8,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,7.8,Bare,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8,Bare,85,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8.2,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8.2,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8.4,Erodium cicutarium,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8.4,Bare,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8.6,Tetradymia canescens,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8.6,Bare,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8.6,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8.8,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,8.8,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9,Erodium cicutarium,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9,Bare,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9.2,Erodium cicutarium,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9.2,Bromus tectorum,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9.4,Erodium cicutarium,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9.4,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9.4,Bare,15,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9.6,Bare,50,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9.6,Erodium cicutarium,45,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9.6,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9.8,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,W,control,9.8,Bare,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,0.2,Erodium cicutarium,50,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,0.2,Bare,50,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,0.4,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,0.4,Erodium cicutarium,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,0.4,Bare,15,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,0.6,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,0.6,Erodium cicutarium,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,0.6,Bare,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,0.8,Erodium cicutarium,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,0.8,Bromus tectorum,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,0.8,Bare,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,1,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,1,Erodium cicutarium,100,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,1.2,Erodium cicutarium,100,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,1.4,Erodium cicutarium,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,1.4,Bare,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,1.6,Erodium cicutarium,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,1.6,Bare,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,1.8,Erodium cicutarium,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,1.8,Bare,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2,Erodium cicutarium,60,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2,Bare,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2.2,Erodium cicutarium,85,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2.2,Bare,15,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2.4,Erodium cicutarium,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2.4,Bare,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2.6,Bromus tectorum,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2.6,Erodium cicutarium,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2.6,Bare,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2.8,Bromus tectorum,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2.8,Erodium cicutarium,50,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,2.8,Bare,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3,Bromus tectorum,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3,Erodium cicutarium,60,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3,Bare,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3.2,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3.2,Erodium cicutarium,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3.2,Bare,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3.4,Bare,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3.4,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3.6,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3.6,Bare,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3.6,Erodium cicutarium,15,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3.8,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3.8,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,3.8,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4,Bare,85,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4,Erodium cicutarium,15,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4.2,Bare,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4.2,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4.4,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4.4,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4.4,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4.6,Bare,95,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4.6,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4.8,Phlox longifolia,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4.8,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4.8,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,4.8,Erodium cicutarium,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.2,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.2,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.2,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.4,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.4,Bare,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.6,Alyssum desertorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.6,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.6,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.6,Bare,75,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.8,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.8,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,5.8,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6,Crepis acuminata,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6,Bare,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.2,Crepis acuminata,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.2,Bromus tectorum,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.2,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.2,Bare,45,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.4,Crepis acuminata,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.4,Phlox longifolia,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.4,Erodium cicutarium,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.4,Bare,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.6,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.6,Bare,95,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.8,Phlox longifolia,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.8,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,6.8,Bare,85,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7,Bare,95,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.2,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.2,Phlox longifolia,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.2,Bare,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.4,Tetradymia canescens,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.4,Phlox longifolia,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.4,Bromus tectorum,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.4,Elymus elymoides,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.4,Bare,25,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.6,Bromus tectorum,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.6,Elymus elymoides,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.6,Phlox longifolia,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.6,Bare,35,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.6,Erodium cicutarium,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.8,Erodium cicutarium,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.8,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,7.8,Bare,100,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.2,Alyssum desertorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.2,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.2,Bare,85,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.4,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.4,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.4,Bare,85,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.6,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.6,Bare,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.8,Alyssum desertorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.8,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.8,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,8.8,Bare,95,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9,Bare,95,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.2,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.2,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.2,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.4,Alyssum desertorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.4,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.4,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.4,Bare,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.6,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.6,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.6,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.8,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,S,control,9.8,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.2,Bromus tectorum,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.2,Erodium cicutarium,60,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.2,Bare,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.4,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.4,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.4,Bare,75,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.6,Alyssum desertorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.6,Erodium cicutarium,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.6,Bare,65,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.6,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.8,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.8,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,2.8,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3,Alyssum desertorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3,Bare,85,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3.2,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3.2,Erodium cicutarium,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3.2,Bare,98,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3.4,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3.4,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3.4,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3.6,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3.6,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3.8,Alyssum desertorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3.8,Erodium cicutarium,15,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,3.8,Bare,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4,Alyssum desertorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4,Bare,90,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.2,Alyssum desertorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.2,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.2,Erodium cicutarium,25,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.2,Bare,70,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.4,Phlox longifolia,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.4,Alyssum desertorum,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.4,Erodium cicutarium,30,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.6,Bromus tectorum,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.6,Alyssum desertorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.6,Erodium cicutarium,40,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.6,Bare,35,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.8,Alyssum desertorum,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.8,Erodium cicutarium,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,4.8,Bare,85,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5,Elymus elymoides,25,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5,Erodium cicutarium,25,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5,Bare,50,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.2,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.2,Alyssum desertorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.2,Bare,95,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.2,Erodium cicutarium,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.4,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.4,Bare,80,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.6,Alyssum desertorum,15,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.6,Bromus tectorum,1,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.6,Erodium cicutarium,10,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.6,Bare,75,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.8,Bromus tectorum,5,NA,,,,,,,,,,,,,,,,,,,
Peavine,E,removal,5.8,Erodium cicutarium,20,NA,,,,,,,,,,,,,,,,,,,
